Cups                                     ;Fecha de la lectura;Hora de la lectura;Consumo (kwh);;;;;;;;;;;
ES0022000005731860JV1P;17/05/2018;23:00;8;;;;;;;;;;;
ES0022000005731860JV1P;17/05/2018;23:15;8;;;;;;;;;;;
ES0022000005731860JV1P;17/05/2018;23:30;8;;;;;;;;;;;
ES0022000005731860JV1P;17/05/2018;23:45;8;;;;;;;;;;;
ES0022000005731860JV1P;17/05/2018;0:00;8;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;0:15;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;0:30;8;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;0:45;8;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;1:00;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;1:15;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;1:30;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;1:45;8;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;2:00;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;2:15;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;2:30;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;2:45;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;3:00;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;3:15;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;3:30;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;3:45;8;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;4:00;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;4:15;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;4:30;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;4:45;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;5:00;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;5:15;8;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;5:30;8;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;5:45;8;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;6:00;8;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;6:15;12;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;6:30;13;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;6:45;13;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;7:00;12;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;7:15;15;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;7:30;16;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;7:45;27;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;8:00;28;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;8:15;28;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;8:30;21;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;8:45;21;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;9:00;23;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;9:15;22;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;9:30;24;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;9:45;25;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;10:00;26;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;10:15;26;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;10:30;22;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;10:45;23;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;11:00;22;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;11:15;23;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;11:30;25;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;11:45;28;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;12:00;27;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;12:15;26;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;12:30;28;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;12:45;28;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;13:00;28;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;13:15;27;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;13:30;27;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;13:45;26;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;14:00;26;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;14:15;25;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;14:30;26;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;14:45;26;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;15:00;25;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;15:15;25;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;15:30;22;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;15:45;22;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;16:00;22;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;16:15;21;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;16:30;23;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;16:45;24;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;17:00;25;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;17:15;24;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;17:30;24;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;17:45;23;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;18:00;23;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;18:15;24;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;18:30;21;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;18:45;22;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;19:00;21;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;19:15;22;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;19:30;22;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;19:45;21;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;20:00;21;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;20:15;14;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;20:30;14;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;20:45;15;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;21:00;13;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;21:15;13;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;21:30;11;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;21:45;10;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;22:00;9;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;22:15;9;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;22:30;9;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;22:45;8;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;23:00;9;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;23:15;8;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;23:30;7;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;23:45;8;;;;;;;;;;;
ES0022000005731860JV1P;18/05/2018;0:00;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;0:15;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;0:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;0:45;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;1:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;1:15;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;1:30;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;1:45;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;2:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;2:15;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;2:30;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;2:45;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;3:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;3:15;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;3:30;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;3:45;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;4:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;4:15;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;4:30;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;4:45;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;5:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;5:15;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;5:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;5:45;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;6:00;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;6:15;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;6:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;6:45;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;7:00;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;7:15;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;7:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;7:45;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;8:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;8:15;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;8:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;8:45;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;9:00;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;9:15;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;9:30;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;9:45;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;10:00;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;10:15;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;10:30;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;10:45;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;11:00;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;11:15;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;11:30;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;11:45;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;12:00;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;12:15;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;12:30;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;12:45;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;13:00;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;13:15;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;13:30;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;13:45;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;14:00;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;14:15;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;14:30;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;14:45;10;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;15:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;15:15;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;15:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;15:45;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;16:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;16:15;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;16:30;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;16:45;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;17:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;17:15;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;17:30;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;17:45;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;18:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;18:15;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;18:30;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;18:45;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;19:00;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;19:15;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;19:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;19:45;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;20:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;20:15;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;20:30;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;20:45;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;21:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;21:15;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;21:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;21:45;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;22:00;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;22:15;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;22:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;22:45;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;23:00;9;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;23:15;7;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;23:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;23:45;8;;;;;;;;;;;
ES0022000005731860JV1P;19/05/2018;0:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;0:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;0:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;0:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;1:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;1:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;1:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;1:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;2:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;2:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;2:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;2:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;3:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;3:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;3:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;3:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;4:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;4:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;4:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;4:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;5:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;5:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;5:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;5:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;6:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;6:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;6:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;6:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;7:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;7:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;7:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;7:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;8:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;8:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;8:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;8:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;9:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;9:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;9:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;9:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;10:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;10:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;10:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;10:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;11:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;11:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;11:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;11:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;12:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;12:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;12:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;12:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;13:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;13:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;13:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;13:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;14:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;14:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;14:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;14:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;15:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;15:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;15:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;15:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;16:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;16:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;16:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;16:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;17:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;17:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;17:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;17:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;18:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;18:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;18:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;18:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;19:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;19:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;19:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;19:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;20:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;20:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;20:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;20:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;21:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;21:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;21:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;21:45;9;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;22:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;22:15;9;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;22:30;9;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;22:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;23:00;9;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;23:15;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;23:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;23:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/05/2018;0:00;8;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;0:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;0:30;8;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;0:45;8;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;1:00;8;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;1:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;1:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;1:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;2:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;2:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;2:30;8;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;2:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;3:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;3:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;3:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;3:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;4:00;8;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;4:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;4:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;4:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;5:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;5:15;8;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;5:30;8;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;5:45;8;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;6:00;8;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;6:15;10;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;6:30;15;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;6:45;19;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;7:00;21;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;7:15;20;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;7:30;22;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;7:45;30;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;8:00;32;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;8:15;35;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;8:30;33;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;8:45;33;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;9:00;30;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;9:15;32;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;9:30;32;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;9:45;31;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;10:00;30;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;10:15;31;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;10:30;32;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;10:45;28;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;11:00;30;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;11:15;30;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;11:30;31;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;11:45;32;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;12:00;31;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;12:15;31;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;12:30;31;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;12:45;31;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;13:00;30;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;13:15;30;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;13:30;31;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;13:45;33;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;14:00;31;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;14:15;33;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;14:30;37;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;14:45;36;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;15:00;32;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;15:15;34;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;15:30;31;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;15:45;31;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;16:00;32;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;16:15;28;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;16:30;30;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;16:45;32;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;17:00;30;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;17:15;31;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;17:30;25;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;17:45;20;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;18:00;21;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;18:15;21;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;18:30;18;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;18:45;19;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;19:00;18;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;19:15;17;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;19:30;16;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;19:45;17;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;20:00;18;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;20:15;16;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;20:30;16;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;20:45;14;;;;;;;;;;;
ES0022000005731860JV1P;21/05/2018;21:00;14;;;;;;;;;;;
